"34","1299","","","Yes","1299x1301 (dating from Bertil Nilsson - email 22 March 2017); elsewhere 1296x1314, and possibly attributable to AB Nils Kettilsson","Uppsala","Uppsala","Uppsala","Sweden","59.833333","17.666667","","Other","Nils Allesson","","1292","1305","","""Modificatio et Declaratio"" of the 1279 Södertälje decrees","Latin","","","","","","","SDHK, nr: 1822","Diplomatarium Suecanum, vol. II, nr. 1746  ","https://sok.riksarkivet.se/sdhk? - SDHK-nr: 1822","","Other","","Reviewed ","not itself issued at a council, rather this text is the archbishop's explanation  of the 1279 Södertälje decrees",""
"36","1279","","","","","Reading","","Canterbury","England","51.454167","-0.973056","","Provincial","John Peckham","John Pecham","1279","1292","","","Latin","","","","","","","Councils and Synods, ed Powicke and Cheney, vol 2, 834-51","","","","Data Capture","","Reviewed ","",""
"41","1352","","","","","Kammin","Kammin","[Holy See]","Poland","53.966667","14.783333","also Cammin, Kamień Pomorski","Diocesan","John I","","1344","1372","","","Latin","","","","","","","Wiegand, Kammin, pp245-271","","","","Library ScanHard Copy Scan","","Reviewed ","",""
"45","1230","","","","","Albi","Albi","Bourges","France","43.928889","2.146389","","Diocesan","","","","","","","Latin","","","","","","","Pontal, II, 8-33","","Facing page French translation","","GoogleBooksWebDownload","Yes","Reviewed ","promulgated by Bishop Durand de Beaucaire, who came from Bourges and was clearly concerned about heresy (Pontal, II, 3)",""
"46","1270","","","Yes","issued between 1254-1271 (dates of Combret's episcopacy); Lagger argues for 1267-71 in Statuts synodaux d'Albi","Albi","Albi","Bourges","France","43.928889","2.146389","","Diocesan","","","","","","","Latin","","","","","","","Pontal II, pp458-72","","","","GoogleBooksWebDownload","Yes","Reviewed ","",""
"47","1234","","","","","Bordeaux","Bordeaux","Bordeaux","France","44.837912","-0.579541","","Diocesan","Géraud de Malemort","","1227","1261","","some of the statutes applied to whole province (margin notes these as “est provinciale”)","Latin","","","","","","","Pontal, II, 44-105","","Facing page French translation","","GoogleBooksWebDownload","Yes","Reviewed ","apparently with some influence from Salisbury",""
"48","1230","","","Yes","1225x1235; reworked and augmented by Hostiensis in 1249 ","Sisteron","Sisteron","Aix-en-Provence","France","44.191111","5.947222","","Diocesan","","","","","","","Latin","","","","","","","Pontal, II, 186-233","","","","GoogleBooksWebDownload","Yes","Completed","",""
"49","1252","","","","","Nimes","Nimes","Narbonne","France","43.837778","4.360833","","Diocesan","","","","","","","Latin","","","","","","","Pontal, II, 264-453","","","","GoogleBooksWebDownload","Yes","Reviewed ","Pierre de Sampson composed statutes for Nimes in 1252, upon request of Raymond Amaury, bishop of Nimessoon adopted in Arles, Béziers, Frejus, Lodève, Urzès, and became influential across Europe (cf. copy in Wroclaw MS; Sawicki X, 504-41)",""
"50","1240","","","Yes","1238x1245","Cambrai","Cambrai","Reims","Belgium","50.175579","3.2345","","Diocesan","Guiard de Laon","Gui Ier de Laon","1238","1248","","","Latin","","","","","Nijmegen, Universiteitsbibliotheek, MS 192, fol. 1r-14v","","Avril, Statuts, IV, 19-65","Boeren, Anciens statuts, III, 131-167","Nijmegen MS not known to Avril; see transcription provided by CMA Caspers and update accordingly","","Hard Copy Scan","Yes","Completed","",""
"51","1260","10","1","","","Cambrai","Cambrai","Reims","Belgium","50.175579","3.2345","","Diocesan","Nicolas III de Fontaines","","1248","1249","","","Latin","","","","","Nijmegen, Universiteitsbibliotheek, MS 192, fol. 14v-19v","","Avril, Statuts, IV, 72-85","Boeren, Anciens statuts, III, 377-390","Nijmegen MS not known to Avril; see transcription provided by CMA Caspers and update accordingly","","Hard Copy Scan","Yes","Reviewed ","Nove additiones",""
"52","1273","10","1","","MS gives 1270, but sede vacante only fell in October in 1273","Cambrai","Cambrai","Reims","Belgium","50.175579","3.2345","","Diocesan","sede vacante","","","","","sede vacante, issued by chapter","Latin","","","","","","","Avril, Statuts, IV, 93-94","Boeren, Anciens statuts, III, 391-92","","","Hard Copy Scan","Yes","Reviewed ","",""
"53","1274","10","1","","Month/Day uncertain","Cambrai","Cambrai","Reims","Belgium","50.175579","3.2345","","Diocesan","","","","","","","Latin","","","","","","","Avril, Statuts, IV, 94-95","Boeren, Anciens statuts, III, 392-93","","","Hard Copy Scan","Yes","Reviewed ","",""
"54","1275","10","1","","","Cambrai","Cambrai","Reims","Belgium","50.175579","3.2345","","Diocesan","Enguerrand II de Créqui","","1274","1286","","","Latin","","","","","Nijmegen, Universiteitsbibliotheek, MS 192, fol. 20r-22v","","Avril, Statuts, IV, 95-99","Boeren, Anciens statuts, III, 393-98","Nijmegen MS not known to Avril; see transcription provided by CMA Caspers and update accordingly","","Hard Copy Scan","Yes","Reviewed ","Synod consisted of ""additiones""",""
"55","1277","10","1","","Month/Day uncertain","Cambrai","Cambrai","Reims","Belgium","50.175579","3.2345","","Diocesan","Enguerrand II de Créqui","","1274","1286","","","Latin","","","","","","","Avril, Statuts, IV, 100-103","Boeren, Anciens statuts, III, 398-402","","","Hard Copy Scan","Yes","Reviewed ","Additiones",""
"56","1278","10","1","","Month/Day uncertain","Cambrai","Cambrai","Reims","Belgium","50.175579","3.2345","","Diocesan","Enguerrand II de Créqui","","1274","1286","","","Latin","c. 17 contains vernacular","","","","","","Avril, Statuts, IV, 103-108","Boeren, Anciens statuts, III, 402-407","","","Hard Copy Scan","Yes","Reviewed ","Additiones",""
"57","1282","10","1","","","Cambrai","Cambrai","Reims","Belgium","50.175579","3.2345","","Diocesan","Enguerrand II de Créqui","","1274","1286","","","Latin","","","","","","","Avril, Statuts, IV, 108-109","Boeren, Anciens statuts, III, 407-08","","","Hard Copy Scan","Yes","Reviewed ","Additiones",""
"59","1286","10","1","","","Cambrai","Cambrai","Reims","Belgium","50.175579","3.2345","","Diocesan","","","","","","","Latin","","","","","","","Avril, Statuts, IV, 111-14","Boeren, Anciens statuts, III, 410-413","","","Hard Copy Scan","Yes","Reviewed ","Additiones",""
"60","1287","","","Yes","1287x1288","Cambrai","Cambrai","Reims","Belgium","50.175579","3.2345","","Liber Synodalis","Guillaume d'Avesnes","","1286","1296","","","Latin","","","","","","","Avril, Statuts, IV, 114-28","Boeren, Anciens statuts, IV, 131-58","","Avril's edition frequently cites simply the corresponding entry in earlier statutes,so hold off on transcription until sources are done (and cross-check against Boeren)","Hard Copy Scan","Yes","Completed","Tit: Incipiunt precepta synodalia",""
"61","1289","10","1","","","Cambrai","Cambrai","Reims","Belgium","50.175579","3.2345","","Diocesan","Guillaume d'Avesnes","","1286","1296","","though issued as letters patent, they would seem to have been promulgated first at the autumn synod","Latin","","","","","","","Avril, Statuts, IV, 128-30","Boeren, Anciens statuts, III, 413-15","","","Hard Copy Scan","Yes","Reviewed ","",""
"62","1307","","","Yes","composed under Philippe de Marigny [see Avril, Codifications, 414] and remained in force until 16th; for the dating (to c. 1307), see Boeren, A propos des statuts synodaux, 209 n4. ","Cambrai","Cambrai","Reims","Belgium","50.175579","3.2345","","Liber Synodalis","Phlippe de Marigny","","1306","1309","","","Latin","","","","","Tilburg, Universiteitsbibliotheek (olim Bibliotheek Theologische Faculteit), MS 15, 1r-27v","","Avril, Statuts, IV, 137-80","","","Avril's edition frequently cites simply the corresponding entry in earlier statutes,so hold off on transcription until sources are done","Hard Copy Scan","Yes","Completed","14th-C Synodal",""
"63","1280","","","Yes","or 1290","Arras","Arras","Reims","France","50.289722","2.780833","","Liber Synodalis","","","","","","","Latin","","","","","","","Avril, Statuts, IV, 183-209","","Livre synodal, containing many earlier statutes","Avril's edition frequently cites simply the corresponding entry in earlier statutes (those of Paris and Cambrai) ,so hold off on transcription until sources are done","Hard Copy Scan","Yes","Completed","issued either under Pierre de Noyon or Guillaume d'Issy",""
"64","1282","","","Yes","1280x1285","Noyon","Noyon","Reims","France","49.581667","2.999722","","Liber Synodalis","","","","","","","Latin","","","","","","","Avril, Statuts, IV, 239-56","","","Avril's edition occasionally cites simply the corresponding entry in earlier statutes,so hold off on transcription until sources are done","Hard Copy Scan","Yes","Completed","",""
"65","1300","","","Yes","1274x1312","Noyon","Noyon","Reims","France","49.581667","2.999722","","Other","","","","","","Ordo synodi (Ceremonial) of the Synods of Noyon","Latin","","","","","","","Avril, Statuts, IV, 276-78","","","","Hard Copy Scan","Yes","Reviewed ","",""
"66","1300","","","Yes","","Soissons","Soissons","Reims","France","49.381667","3.323611","","Liber Synodalis","","","","","","","Latin","","","","","","","Avril, Statuts, IV, 289-307","","","","Hard Copy Scan","Yes","Reviewed ","",""
"67","1300","","","Yes","late 13th/early 14th-c [but with material from second half of 13th-c] ","Tournai","Tournai","Reims","Belgium","50.6","3.383333","","Liber Synodalis","","","","","","","Latin","","","","","","","Avril, Statuts, IV, 323-55","","","Avril's edition occasionally  cites simply the corresponding entry in earlier statutes,so hold off on transcription until sources are done","Hard Copy Scan","Yes","Completed","Antiqua statuta, ",""
"68","1262","","","","","Bordeaux","Bordeaux","Bordeaux","France","44.837912","-0.579541","","Diocesan","","","","","","","Latin","","","","","","","Avril, Statuts, V, 22-24","","Labbe & Mansi dated these to 1263 and identified them as provincial canons.","","Hard Copy Scan","Yes","Completed","",""
"73","1280","","","Yes","before 1280","Poitiers","Poitiers","Bordeaux","France","46.581945","0.336112","","Diocesan","","","","","","","Latin","","","","","","","Avril, Statuts, V,  86-101","","","","Hard Copy Scan","Yes","Completed","",""
"74","1280","","","","","Poitiers","Poitiers","Bordeaux","France","46.581945","0.336112","","Diocesan","Gautier de Bruges","","1279","1305","","","Latin","","","","","","","Avril, Statuts, V, 107-15","","","","Hard Copy Scan","Yes","Completed","",""
"75","1282","","","Yes","1280x1284","Poitiers","Poitiers","Bordeaux","France","46.581945","0.336112","","Diocesan","Gautier de Bruges","","1279","1305","","","Latin","","","","","","","Avril, Statuts, V, 116-17","","","","Hard Copy Scan","Yes","Completed","",""
"76","1284","","","","","Poitiers","Poitiers","Bordeaux","France","46.581945","0.336112","","Diocesan","Gautier de Bruges","","1279","1305","","","Latin","","","","","","","Avril, Statuts, V, 118-121","","","","Hard Copy Scan","Yes","Completed","",""
"77","1304","","","","","Poitiers","Poitiers","Bordeaux","France","46.581945","0.336112","","Other","Gautier de Bruges","","1279","1305","","","Latin","","","","","","","Avril, Statuts, V, 122-31","","","","Hard Copy Scan","Yes","Completed","Instructions to archpriests and deans",""
"78","1308","","","Yes","ca. 1308x1309","Poitiers","Poitiers","Bordeaux","France","46.581945","0.336112","","Diocesan","Arnaud d’Aux","","1306","1312","","","Latin","","","","","","","Avril, Statuts, V, 135-37","","","","Hard Copy Scan","Yes","Completed","",""
"79","1310","","","","","Poitiers","Poitiers","Bordeaux","France","46.581945","0.336112","","Diocesan","Arnaud d’Aux","","1306","1312","","","Latin","","","","","","","Avril, Statuts, V, 138-40","","","","Hard Copy Scan","Yes","Completed","",""
"80","1283","4","29","","","Dax","Dax","Auch","France","43.7072","-1.0553","","Diocesan","Arnaud de Villa","","","","","","Latin","","","","","","","Avril, Statuts, V, 141-69;","Degert, “Constitutions synodales,” Bulletin, 23, no. 2: 55-85","","Avril often refers simply to corresponding statutes in other texts, so wait until those are transcribed before tackling this one.","Hard Copy Scan","Yes","Completed","",""
"81","1278","","","Yes","1277x1279","[Paris]","Paris","Sens","France","48.24754","3.287659","","Diocesan","Etienne Tempier","","1268","1279","","","Latin","","","","","","","Avril, Statuts, V, 176-79","","","","Hard Copy Scan","Yes","Completed","Bp was participant at Lyons II",""
"82","1248","","","","","Rouen","Rouen","Rouen","France","49.443889","1.103333","","Provincial","Eudes Rigaud","","","","","","Latin","","","","","","","Avril, Statuts, V, 189-90","","","","Hard Copy Scan","Yes","Completed","",""
"84","1275","","","Yes","second half of 13th-c ","Coutances","Coutances","Rouen","France","49.046111","-1.443889","","Diocesan","","","","","","","Latin","","","","","","","Avril, Statuts, V, 214-19","","","","Hard Copy Scan","Yes","Completed","",""
"85","1294","4","27","","","Coutances","Coutances","Rouen","France","49.046111","-1.443889","","Diocesan","Robert d’Harcourt","","","","","","Latin","","","","","","","Avril, Statuts, V, 220-22","","","","Hard Copy Scan","Yes","Completed","",""
"86","1300","4","19","","","Coutances","Coutances","Rouen","France","49.046111","-1.443889","","Diocesan","","","","","","","Latin","","","","","","","Avril, Statuts, V, 224-25","","","","Hard Copy Scan","Yes","Completed","",""
"109","1231","","","","","Château-Gontier ","Tours","Tours","France","47.828611","-0.702778","","Provincial","","","","","","","Latin","","","","","","","Avril, Tours, 140-155","","","","Hard Copy Scan","Yes","Reviewed ","Avril, Tours, p137 – first of a series of reforming councils in the ecclesiastical province of Tours",""
"113","1398","","","","or 1423","Płock","Płock","Gniezno ","Poland","52.55","19.7","","Diocesan","Jakub z Korzkwi","","1396","1425","","","Latin","","","","","","","Sawicki, VI, 181-263","","Two different versions survive; this is the version given in the left-hand column of the Sawicki edition (see also ID 1653)","","Hard Copy Scan","","Reviewed ","",""
"117","1289","","","","","Vienne","Vienne","Vienne","France","45.524167","4.878056","","Provincial","","","","","","","Latin","","","","","","","Boisset, Concile, 219-325","","","","Hard Copy Scan","","Reviewed ","",""
"121","1288","","","","","Liège ","Liège ","Cologne","Belgium","50.633333","5.566667","","Diocesan","","","","","","","Latin","","","","","","","Avril, ed., 1288 Statuts ","","","","Hard Copy Scan","Yes","Completed","statutes of Jean de FlandreAvril, Jean de Flandre, 44: title on usury in Liege 1288, however, almost completely ignores the formulations of the Cambrai version of the ""synodal nordiste"", though the traces are visible in some statutes, and are strongly present (albeit rewritten) in a number of other statutes",""
"122","1236","","","","","Tours","Tours","Tours","France","47.393611","0.689167","","Provincial","Juhel de Mathefelon","Juhellus","1229","1244","","","Latin","","","","","","","Avril, Tours, 158-65","","","","Hard Copy Scan","Yes","Reviewed ","",""
"123","1276","8","31","","","Saumur","","Tours","France","47.26","-0.076944","","Provincial","Jean de Montsoreau","","","","","","Latin","","","","","","","Avril, Tours, 252-62","Mansi, 24, 159-166","","","Hard Copy Scan","Yes","Reviewed ","",""
"124","1282","8","1","","","Tours","Tours","Tours","France","47.393611","0.689167","","Provincial","","","","","","","Latin","","","","","","","Avril, Tours, 279-288","","","","Hard Copy Scan","Yes","Reviewed ","",""
"125","1262","","","","Pentecostal synod","Angers","Angers","Tours","France","47.473612","-0.554167","","Diocesan","Nicolas Gellent","Nicholaus Gelant","1260","1291","","","Latin","","","","","","","Avril, Statuts, III, 76-81","","","","Hard Copy Scan","Yes","Completed","",""
"126","1265","","","","Pentecostal synod","Angers","Angers","Tours","France","47.473612","-0.554167","","Diocesan","Nicolas Gellent","Nicholaus Gelant","1260","1291","","","Latin","","","","","","","Avril, Statuts, III, 88-92","","","","Hard Copy Scan","Yes","Completed","",""
"127","1274","10","18","","Feast of Saint Luke","Angers","Angers","Tours","France","47.473612","-0.554167","","Diocesan","Nicolas Gellent","Nicholaus Gelant","1260","1291","","","Latin","","","","","","","Avril, Statuts, III, 122-125","","","","Hard Copy Scan","Yes","Completed","-note also text of Charles II’s expulsion of jews of Anjou and Maine in 1289: adhuc subvertere videbantur omnes quos poterant: bonis eorum mobilibus et immobilibus, exquisitis fallaciis, usurarum voragine spoliantes [here cited on p125, n12]",""
"128","1294","","",""," following council of Saumur in October 1294","Angers","Angers","Tours","France","47.473612","-0.554167","","Other","Guillaume le Maire","Guillermus Major","1291","1317","","","Latin","","","","","","","Avril, Statuts, III, 174-181","","","","Hard Copy Scan","Yes","Completed","1294 Angers Synodal letter addressed to archdeacons by Guillaume le Maire, bishop of Angers, following council of Saumur in October 1294",""
"129","1279","5","4","","","Pont-Audemer ","Evreux","Rouen","France","49.355","0.514722","","Provincial","","","","","","","Latin","","","","","","","Bessin, Concilia Rotomagensis provinciae, I, 149-61","Mansi 24, 219-32","https://books.google.com/books?id=0SGIk69vxS0C","","GoogleBooksWebDownload","","Reviewed ","see Foreville, Reception, 251; and Boisset, Reception, 33",""
"130","1308","11","26","","","Auch","Auch","Auch","France","43.6465","0.5855","","Provincial","","","","","","","Latin","","","","","","","Duffour, Livre Rouge, 1.66-69","Mansi 25, col 199;","http://books.google.com/books?id=mstTAAAAYAAJ","","GoogleBooksWebDownload","Yes","Completed","6 canons",""
"131","1329","9","15","","Sept 11-15","Compiègne ","","Reims","France","49.4149","2.823056","","Provincial","Guillaume de Trie","","","","","","Latin","","","","","","","Gousset, APER II, 531-34","Mansi 25, cols 877-882","","","WebDownload","","Reviewed ","",""
"132","1255","5","8","","","Béziers","Béziers","Narbonne","France","43.347615","3.218991","","Provincial","Guillaume","","","","","","Latin","","","","","","","Mansi 23, cols. 875-884","","","","GoogleBooksData Capture","","Reviewed ","",""
"135","1362","10","12","","","Aix-en-Provence","Aix-en-Provence","Aix-en-Provence","France","43.531127","5.454025","","Unclear","Johannes Peissoni","","","","","","Latin","","","","","","","Albanes, Gallia Christiana nov, Province d’Aix, p64-65 [Instrumenta Ecclesiae Aquensis, no. 57]","","","https://books.google.com/books?id=Im07AQAAMAAJ","GoogleBooksWebDownload","","Completed","",""
"136","1305","2","","","","Auch","Auch","Auch","France","43.6465","0.5855","","Provincial","","","","","","","Latin","","","","","","","Duffour, Livre Rouge, 57-66","","http://books.google.com/books?id=mstTAAAAYAAJ","","GoogleBooksWebDownload","Yes","Completed","",""
"137","1310","","","Yes","reference on p93 to institutione novissima domini Bonifacii pape VIII, together with reference on p25 to provincial constitutions of 1308, seems to place it ca. 1310 (rather than 1304, as given in Pontal repertoire)","Auch","Auch","Auch","France","43.6465","0.5855","","Diocesan","","","","","","","Latin","","","","","","","Duffour, Livre Rouge, pp71-102","","http://books.google.com/books?id=mstTAAAAYAAJ","","GoogleBooksWebDownload","Yes","Completed","",""
"138","1383","","","","","Auch","Auch","Auch","France","43.6465","0.5855","","Diocesan","","","","","","","Latin","","","","","","","Duffour, Livre Rouge, pp 261-75 ","","http://books.google.com/books?id=mstTAAAAYAAJ","","GoogleBooksWebDownload","Yes","Completed","",""
"139","1286","","","","","Autun","Autun","Lyons","France","46.951667","4.299444","","Diocesan","Hugues d'Arcy","","1286","1298","","","Latin","","","","","","","Martene, Thes, IV, coll. 467-80","Mansi, 22, coll 287-306","","","GoogleBooksData Capture","","Reviewed ","",""
"140","1299","11","13","","","Autun","Autun","Lyons","France","46.951667","4.299444","","Diocesan","Barthelemy","","1298","1308","","","Latin","","","","","","","Martene, Thes, IV, coll. 480-90","Mansi 22, coll 307-22","","","GoogleBooksData Capture","","Reviewed ","",""
"141","1300","11","11","","","Autun","Autun","Lyons","France","46.951667","4.299444","","Diocesan","Barthelemy","","1298","1308","","","Latin","","","","","","","Martene, Thes, IV, coll. 490-91","","","","GoogleBooksData Capture","","Reviewed ","",""
"142","1301","11","10","","","Autun","Autun","Lyons","France","46.951667","4.299444","","Diocesan","Barthelemy","","1298","1308","","","Latin","","","","","","","Martene, Thes, IV, coll. 491-93","","","","GoogleBooksData Capture","","Reviewed ","",""
"143","1315","5","27","","","Autun","Autun","Lyons","France","46.951667","4.299444","","Diocesan","Elie Guidonis","Elias Guidonis","1309","1322","","","Latin","","","","","","","Martene, Thes, IV, coll. 493-94","","","","GoogleBooksData Capture","","Reviewed ","",""
"144","1316","","","","","Autun","Autun","Lyons","France","46.951667","4.299444","","Diocesan","Elie Guidonis","Elias Guidonis","1309","1322","","","Latin","","","","","Paris, BnF lat 10411, fol. 32rv (17th-c copy of lat. 3701)","Paris, BnF lat 3701, fol. 140v-141; ","Martene, Thes, IV, coll. 494-95","","digitized http://gallica.bnf.fr/ark:/12148/btv1b90666835/f67.item.zoomMSS contain one article (""X: Item inhibet dominus episcopus ne alique persone littere super sententiis latis pro contumacia emanate per XVI dies a tempore quo fuerint impetrate nec petite executioni mandari ex tunc aliquatenus executioni mandantur"") that does not appear in the editions","","GoogleBooksData CaptureDigital MS","","Reviewed ","",""
"145","1317","11","11","","","Autun","Autun","Lyons","France","46.951667","4.299444","","Diocesan","Elie Guidonis","Elias Guidonis","1309","1322","","","Latin","","","","","","","Martene, Thes, IV, coll. 495-98","","","","GoogleBooksData Capture","","Reviewed ","",""
"146","1322","11","12","","","Autun","Autun","Lyons","France","46.951667","4.299444","","Diocesan","Pierre Bertrand","","1322","1331","","","Latin","","","","","","","Martene, Thes, IV, coll. 498-500","","","","GoogleBooksData Capture","","Reviewed ","",""
"147","1323","","","","","Autun","Autun","Lyons","France","46.951667","4.299444","","Diocesan","Pierre Bertrand","","1322","1331","","","Latin","","","","","","","Martene, Thes, IV, coll. 500-503","","","","GoogleBooksData Capture","","Reviewed ","",""
"148","1337","5","7","","","Avignon","Avignon","Aix-en-Provence","France","43.95","4.817","","Diocesan","Jean de Cojordan","","1336","1348","","","Latin","","","","","","","Martene, Thes, IV, cols. 559-64","","","","GoogleBooksData Capture","","Reviewed ","",""
"149","1337","10","","","","Avignon","Avignon","Aix-en-Provence","France","43.95","4.817","","Diocesan","Jean de Cojordan","","1336","1348","","","Latin","","","","","","","Martene, Thes, IV, cols. 555-59","","","","GoogleBooksData Capture","","Reviewed ","",""
"150","1340","10","","","","Avignon","Avignon","Aix-en-Provence","France","43.95","4.817","","Diocesan","Jean de Cojordan","","1336","1348","","","Latin","","","","","","","Martene, Thes, IV, cols. 564-65","","","","GoogleBooksData Capture","","Reviewed ","",""
"151","1341","10","17","","","Avignon","Avignon","Aix-en-Provence","France","43.95","4.817","","Diocesan","Jean de Cojordan","","1336","1348","","","Latin","","","","","","","Martene, Thes, IV, cols. 565-68","","","","GoogleBooksData Capture","","Reviewed ","",""
"152","1344","10","13","","","Avignon","Avignon","Aix-en-Provence","France","43.95","4.817","","Diocesan","Jean de Cojordan","","1336","1348","","","Latin","","","","","","","Martene, Thes, IV, cols. 568-69","","","","GoogleBooksData Capture","","Reviewed ","",""
"153","1345","10","12","","","Avignon","Avignon","Aix-en-Provence","France","43.95","4.817","","Diocesan","Jean de Cojordan","","1336","1348","","","Latin","","","","","","","Martene, Thes, IV, cols. 569-70","","","","GoogleBooksData Capture","","Reviewed ","",""
"154","1365","10","15","","","Avignon","Avignon","Aix-en-Provence","France","43.95","4.817","","Diocesan","Anglic de Grimoard","Anglicus Grimoard","1362","1366","Yes","issued by vicar","Latin","","","","","","","Martene, Thes, IV, cols. 571-74","","","","GoogleBooksData Capture","","Reviewed ","",""
"155","1366","","","","","Avignon","Avignon","Aix-en-Provence","France","43.95","4.817","","Diocesan","Urban V","","1366","1367","Yes","issued by Arnaud Aubert, vicar general of diocese for Pope Urban V (who is administrator of diocese)","Latin","","","","","","","Martene, Thes, IV, cols. 574-76","","","","GoogleBooksData Capture","","Reviewed ","",""
"159","1342","","","","confirmed in 1368","Béziers","Béziers","Narbonne","France","43.347615","3.218991","","Diocesan","Guillaume Fredol","Guilhaume V Fredol","1313","1349","","","Latin","","","","","","","Martene, Thes IV, 639-52","","","","GoogleBooksData Capture","","Reviewed ","",""
"160","1369","4","17","","","Béziers","Béziers","Narbonne","France","43.347615","3.218991","","Diocesan","Hugues de la Jugie","","1349","1371","","","Latin","","","","","","","Martene, Thes IV, 659-60","","","","GoogleBooksData Capture","","Reviewed ","",""
"162","1270","","","Yes","Dating not certain, but it must have been very close to 1270 (see Avril, Bourges, 403)","Carcassonne","Carcassonne","Narbonne","France","43.21306","2.352028","","Liber Synodalis","Bernard de Capendu","","1267","1278","","","Latin","","","","","","","Avril, Statuts, VI, 412-50","","","","Hard Copy Scan","Yes","Completed","",""
"163","1277","4","6","","","Carcassonne","Carcassonne","Narbonne","France","43.21306","2.352028","","Other","Bernard de Capendu","","1267","1278","","Episcopal mandate","Latin","","","","","Paris BnF lat 1613, fol 45v","","Avril, Statuts, VI, 454","","[MF 2267] [R 62981] [downloaded from BnF]","","Hard Copy ScanDigital MS","Yes","Completed","",""
"164","1297","11","5","","","Carcassonne","Carcassonne","Narbonne","France","43.21306","2.352028","","Diocesan","","","","","","","Latin","","","","","Paris BnF lat 1613, fols 46v-48v","","Avril, Statuts VI, 456-460","","[MF 2267] [R 62981] [downloaded from BnF]","","Hard Copy ScanDigital MS","Yes","Completed","1297 statutes of Bishop Petrus de Capella [Pierre de la Chapelle] ",""
